CompetitorId,Back Squat,Clean and Jerk,Snatch,Deadlift,Fran,Grace,Helen,Filthy 50,Sprint 400m,Run 5k,Fight Gone Bad,Max Pull-ups,L1 Benchmark
12611,--,--,--,--,--,--,--,--,--,--,--,--,
1411169,--,--,--,--,--,--,--,--,--,--,--,--,
471846,--,--,--,--,--,--,--,--,--,--,--,--,
227678,--,107 kg,80 kg,--,--,--,--,--,--,--,--,--,
106580,--,--,--,--,--,--,--,--,--,--,--,--,
1975970,--,--,--,--,--,--,--,--,--,--,--,--,
277663,160 kg,93 kg,75 kg,175 kg,--,--,--,--,--,--,--,40,--
514514,--,--,--,--,2:44,--,--,--,1:18,--,--,--,
250973,117 kg,75 kg,60 kg,120 kg,--,--,--,--,--,--,--,--,
1261712,--,--,--,--,--,--,--,--,--,--,--,--,
312854,--,--,--,--,--,--,--,--,--,--,--,--,
623498,303 lb,223 lb,163 lb,343 lb,3:01,1:52,8:01,--,--,26:33,--,--,--
487221,--,--,--,--,--,--,--,--,--,--,--,--,
1963422,--,--,--,--,--,--,--,--,--,--,--,--,
1672646,--,--,--,--,--,--,--,--,--,--,--,--,
286563,120 kg,105 kg,85 kg,140 kg,--,--,--,--,--,--,--,--,
502705,265 lb,215 lb,175 lb,365 lb,--,--,--,--,--,18:47,--,32,
1260097,--,--,--,--,--,--,--,--,--,--,--,--,
448384,300 lb,240 lb,200 lb,370 lb,--,--,--,--,--,--,--,--,
1039808,--,--,--,--,--,--,--,--,--,--,--,--,
2227127,--,--,--,--,--,--,--,--,--,--,--,--,
1270483,--,--,--,140 kg,--,--,--,--,1:00,--,--,--,
1487245,--,--,--,--,--,--,--,--,--,--,--,--,
1234507,150 kg,115 kg,93 kg,160 kg,--,--,--,--,--,--,--,--,
437170,--,--,--,--,--,--,--,--,--,--,--,--,
2236922,--,103 kg,80 kg,--,--,--,--,--,--,--,--,--,
1953519,--,--,--,--,--,--,--,--,--,--,--,--,
1224344,--,--,--,--,--,--,--,--,--,--,--,--,
114160,300 lb,103 kg,85 kg,330 lb,--,--,--,--,--,--,--,--,
996775,--,--,--,--,--,--,--,--,--,--,--,--,
570151,275 lb,225 lb,180 lb,325 lb,--,--,--,--,--,--,--,--,
476241,295 lb,220 lb,175 lb,335 lb,2:37,--,--,--,--,--,--,--,
1993496,--,--,--,--,--,--,--,--,--,--,--,--,
118586,--,--,--,--,--,--,--,--,--,--,--,--,
620504,--,--,--,--,--,--,--,--,--,--,--,--,
246506,300 lb,240 lb,200 lb,345 lb,2:02,1:29,--,--,--,--,--,80,
574275,--,--,--,--,--,--,--,--,--,--,--,--,
147562,270 lb,220 lb,185 lb,325 lb,2:18,1:31,7:28,21:10,--,21:49,400,--,
680998,--,--,--,--,--,--,--,--,--,--,--,--,
238376,--,--,--,--,--,--,--,--,--,--,--,--,
1588562,--,--,--,--,--,--,--,--,--,--,--,--,
8015,265 lb,220 lb,175 lb,395 lb,1:58,1:54,8:07,24:12,1:30,21:17,412,31,--
26014,265 lb,210 lb,155 lb,300 lb,2:08,--,7:47,17:55,--,21:37,--,55,
773791,--,--,--,--,--,--,--,--,--,--,--,--,--
1384977,335 lb,225 lb,155 lb,--,3:00,--,--,--,--,20:34,--,--,
660335,215 lb,175 lb,150 lb,240 lb,--,--,--,--,--,--,--,--,
330548,--,--,--,--,--,--,--,--,--,--,--,--,
1458935,--,--,--,--,--,--,--,--,--,--,--,--,
713644,--,--,--,--,--,--,--,--,--,--,--,--,
400416,--,--,--,--,--,--,--,--,--,--,--,--,
483660,285 lb,230 lb,160 lb,320 lb,2:24,2:32,--,--,1:10,--,--,50,
123721,--,--,--,--,--,--,--,--,--,--,--,--,
243964,325 lb,215 lb,175 lb,325 lb,5:12,1:59,9:04,--,1:43,23:46,369,15,
1779460,--,--,--,--,--,--,--,--,--,--,--,--,
1264384,113 kg,90 kg,75 kg,145 kg,2:56,2:03,--,--,--,21:57,390,42,--
1639769,--,--,--,--,--,--,--,--,--,--,--,--,
635118,--,--,--,--,--,--,--,--,--,--,--,--,
753102,--,--,--,--,--,--,--,--,--,--,--,--,
1249661,--,--,--,--,--,--,--,--,--,--,--,--,
1256504,--,--,--,--,--,--,--,--,--,--,--,--,
1953202,--,--,--,--,--,--,--,--,--,--,--,--,
1233171,--,--,--,--,--,--,--,--,--,--,--,--,
1674931,--,--,--,--,--,--,--,--,--,--,--,--,
1672604,310 lb,238 lb,175 lb,400 lb,3:53,2:04,10:24,--,--,25:26,--,--,--
635794,--,--,--,--,--,--,--,--,--,--,--,--,
1300895,--,--,--,--,--,--,--,--,--,--,--,--,
707873,--,--,--,--,--,--,--,--,--,--,--,--,
554152,275 lb,215 lb,175 lb,337 lb,2:22,1:57,--,--,1:19,--,--,52,
216953,265 lb,205 lb,185 lb,305 lb,3:15,2:04,--,--,--,--,--,50,
636788,135 kg,95 kg,75 kg,151 kg,3:34,2:00,--,--,--,--,--,--,
1370130,--,--,--,--,--,--,--,--,--,--,--,--,
3200,--,--,--,--,--,--,--,--,--,--,--,--,
674014,225 lb,150 lb,120 lb,255 lb,--,--,--,--,--,21:30,--,--,
805521,--,--,--,--,--,--,--,--,--,--,--,--,
1182843,305 lb,215 lb,185 lb,365 lb,--,--,--,--,--,--,--,--,
103130,--,--,--,--,--,--,--,--,--,--,--,--,
872842,126 kg,100 kg,80 kg,150 kg,3:58,3:44,--,--,--,--,278,50,
387995,250 lb,230 lb,200 lb,315 lb,2:23,--,--,--,--,--,--,--,
2222307,--,90 kg,70 kg,140 kg,--,--,--,--,--,20:38,--,--,
1103834,--,--,--,--,--,--,--,--,--,--,--,--,
326656,--,--,--,--,--,--,--,--,--,--,--,--,
1104398,140 kg,106 kg,87 kg,155 kg,2:58,1:22,--,--,1:06,--,--,55,
2079146,--,--,--,--,--,--,--,--,--,--,--,--,
1968355,145 kg,95 kg,75 kg,170 kg,2:21,--,--,--,--,--,--,--,
705779,--,--,--,--,--,--,--,--,--,--,--,--,
1464304,265 lb,195 lb,150 lb,275 lb,2:27,2:16,--,--,--,21:43,--,--,
1970650,--,--,--,--,--,--,--,--,--,--,--,--,--
1276036,--,--,--,--,--,--,--,--,--,--,--,--,
1887543,313 lb,220 lb,175 lb,374 lb,3:12,3:21,--,--,--,--,--,--,
1632646,98 kg,95 kg,80 kg,125 kg,--,--,8:15,--,--,22:26,--,--,
108408,280 lb,225 lb,175 lb,355 lb,2:40,1:22,8:31,--,1:07,21:38,460,40,--
140923,295 lb,220 lb,185 lb,365 lb,3:20,1:44,--,--,--,--,--,--,
6625,140 kg,111 kg,85 kg,155 kg,2:25,1:24,10:19,22:35,1:18,24:58,314,40,
449520,255 lb,210 lb,175 lb,355 lb,2:40,--,--,--,0:58,--,--,18,
1018237,250 lb,210 lb,160 lb,325 lb,--,--,--,--,--,--,--,--,
1189926,125 kg,95 kg,72 kg,135 kg,3:00,--,--,--,1:09,--,--,25,
749789,265 lb,215 lb,165 lb,320 lb,2:53,1:54,8:29,--,--,--,--,--,
808056,--,--,--,--,--,--,--,--,--,--,--,--,
1702671,--,--,--,--,--,--,--,--,--,--,--,--,
916222,275 lb,205 lb,165 lb,355 lb,2:46,--,--,--,--,--,--,--,
1622547,--,--,--,--,--,--,--,--,--,--,--,--,
1906778,265 lb,200 lb,170 lb,303 lb,--,--,--,--,--,--,--,--,
282498,--,--,--,--,--,--,--,--,--,--,--,--,
478366,270 lb,215 lb,175 lb,303 lb,2:19,--,--,--,--,--,--,--,
1985629,--,--,--,--,--,--,--,--,--,--,--,--,
240586,413 lb,250 lb,160 lb,358 lb,--,--,--,--,--,--,--,--,
523582,--,--,--,--,--,--,--,--,--,--,--,--,
683355,--,--,--,--,--,--,--,--,--,--,--,--,
733373,130 lb,100 kg,70 kg,150 lb,--,--,--,--,--,--,--,--,
82638,265 lb,210 lb,165 lb,320 lb,3:06,--,7:38,--,--,21:30,--,--,
1224672,--,--,--,--,--,--,--,--,--,--,--,--,
926093,110 kg,85 kg,65 kg,135 kg,3:52,--,--,--,1:09,--,--,--,
1296957,--,--,--,--,--,--,--,--,--,--,--,--,
262065,325 lb,215 lb,155 lb,325 lb,2:32,--,--,--,--,--,--,--,
464908,128 kg,90 kg,70 kg,140 kg,3:46,1:23,9:21,21:28,--,--,317,--,
1826628,--,--,--,--,--,--,--,--,--,--,--,--,
1769566,--,--,--,--,--,--,--,--,--,--,--,--,
1187324,--,--,--,--,--,--,--,--,--,--,--,--,
918063,260 lb,195 lb,160 lb,325 lb,3:12,2:13,--,--,--,--,--,--,
462044,--,--,--,--,--,--,--,--,--,--,--,--,
1650087,300 lb,210 lb,145 lb,330 lb,--,--,--,--,--,--,--,--,
1687270,--,--,--,--,--,--,--,--,--,--,--,--,
563921,120 kg,94 kg,79 kg,--,3:20,--,--,--,--,--,367,--,
1024482,--,--,--,--,--,--,--,--,--,--,--,--,
120557,280 lb,215 lb,175 lb,347 lb,2:30,1:59,7:49,--,0:57,24:03,373,62,
699080,--,--,--,--,--,--,--,--,--,--,--,--,
265900,280 lb,120 lb,150 lb,285 lb,2:13,1:36,--,--,--,--,328,48,
1932736,260 lb,195 lb,142 lb,300 lb,3:30,1:56,9:13,--,--,--,--,--,
1409302,155 kg,114 kg,86 kg,145 kg,--,--,--,--,--,23:38,--,--,
703638,--,--,--,--,--,--,--,--,--,--,--,--,
297735,250 lb,185 lb,150 lb,--,--,--,--,--,--,--,--,--,
1539129,120 kg,95 kg,--,--,--,--,--,--,--,--,--,16,--
1177070,--,--,--,--,--,--,--,--,--,--,--,--,
152743,275 lb,205 lb,175 lb,315 lb,--,--,--,--,--,--,--,--,
256592,--,210 lb,170 lb,--,--,--,--,--,--,--,--,--,
1381202,--,--,--,--,--,--,--,--,--,--,--,--,
105626,270 lb,225 lb,195 lb,320 lb,3:01,--,--,18:36,1:30,--,--,45,
246932,--,--,--,--,--,--,--,--,1:27,--,--,--,
291384,95 kg,72 kg,60 kg,100 kg,--,--,--,--,--,--,--,26,
2272637,130 kg,96 kg,76 kg,150 kg,--,--,--,--,--,22:33,--,--,
294419,--,--,--,--,--,--,--,--,--,--,--,--,
2214745,--,--,--,--,--,--,--,--,--,--,--,--,
972270,195 lb,--,115 lb,235 lb,--,3:12,--,--,1:00,--,--,--,
502710,--,--,--,--,--,--,--,--,--,--,--,--,
505225,140 kg,105 kg,81 kg,158 kg,2:31,2:20,--,--,1:02,23:00,--,47,
135096,286 lb,215 lb,185 lb,--,--,--,--,--,--,--,--,--,
345387,100 kg,--,--,125 kg,--,--,--,--,--,--,--,--,
261975,260 lb,145 lb,120 lb,275 lb,5:24,--,--,22:45,--,21:14,--,--,
151598,--,--,--,--,--,--,--,--,--,--,--,--,
743617,265 lb,200 lb,170 lb,--,--,1:18,--,--,--,--,--,--,
10736,--,--,--,--,--,--,--,--,--,--,--,--,
240325,315 lb,225 lb,172 lb,425 lb,2:30,1:47,--,--,--,21:00,--,30,
158589,275 lb,195 lb,155 lb,335 lb,--,2:39,--,17:36,--,--,--,50,
447659,255 lb,205 lb,166 lb,340 lb,--,--,--,--,--,--,--,--,--
190814,300 lb,210 lb,165 lb,325 lb,--,1:33,--,--,--,--,--,--,
1544859,--,--,--,--,--,--,--,--,--,--,--,--,
959706,280 lb,215 lb,155 lb,325 lb,2:47,2:01,--,--,--,22:27,--,--,--
1624525,268 lb,112 kg,85 kg,289 lb,--,--,--,--,1:13,--,--,--,
161037,242 lb,200 lb,155 lb,327 lb,2:32,4:18,--,--,--,--,--,40,
1162649,120 kg,90 kg,75 kg,131 kg,--,--,--,--,--,--,--,12,
106264,270 lb,205 lb,155 lb,305 lb,--,--,--,--,--,--,--,--,
1757876,--,--,--,--,--,--,--,--,--,--,--,--,
1324803,--,--,--,--,--,--,--,--,--,--,--,--,
93784,--,--,--,--,--,--,--,--,--,--,--,--,
252661,--,--,--,--,--,--,--,--,--,--,--,--,
1048341,--,--,--,--,--,--,--,--,--,--,--,--,
1220054,290 lb,220 lb,170 lb,305 lb,--,--,--,--,--,--,--,36,
978295,--,--,--,--,--,--,--,--,--,--,--,--,
1159125,--,--,--,--,--,--,--,--,--,--,--,--,
566809,325 lb,250 lb,182 lb,360 lb,--,--,--,--,1:06,--,--,--,
1902933,--,--,--,--,--,--,--,--,--,--,--,--,
1188752,--,--,--,--,--,--,--,--,--,--,--,--,
757641,310 lb,231 lb,173 lb,355 lb,4:28,2:18,9:54,--,--,22:30,--,30,
319644,--,--,--,--,--,--,--,--,--,--,--,--,
556692,--,--,--,--,--,--,--,--,--,--,--,--,
501400,--,--,--,--,--,--,--,--,--,--,--,--,
2011580,260 lb,205 lb,170 lb,320 lb,--,--,--,--,--,22:15,--,--,--
1961653,240 lb,190 lb,160 lb,325 lb,--,--,--,--,--,--,--,--,
1223697,290 lb,205 lb,150 lb,285 lb,2:43,1:52,--,--,--,--,--,57,
507877,--,--,--,90 kg,--,--,--,--,--,31:15,--,20,
538163,265 lb,225 lb,165 lb,345 lb,2:26,1:10,--,--,--,21:00,--,--,
110918,--,--,--,--,--,--,--,--,--,--,--,--,
912831,--,--,--,--,--,--,--,--,--,--,--,--,
226592,123 kg,100 kg,78 kg,130 kg,2:48,1:36,--,--,--,--,--,--,
1392359,--,--,--,--,--,--,--,--,--,--,--,--,
737111,120 kg,90 kg,70 kg,125 kg,--,--,--,--,--,--,--,--,
252182,335 lb,250 lb,207 lb,335 lb,2:34,--,--,--,--,--,--,--,
232586,--,--,--,--,--,--,--,--,--,--,--,--,
242864,285 lb,215 lb,175 lb,--,2:20,--,--,--,--,--,--,--,
745189,--,230 lb,--,--,--,--,--,--,--,--,--,--,
503203,--,--,--,--,--,--,--,--,--,--,--,--,
39917,300 lb,235 lb,185 lb,235 lb,--,--,--,--,--,--,--,31,
147664,285 lb,220 lb,185 lb,365 lb,--,--,--,--,--,--,--,--,
1406426,--,--,--,--,--,--,--,--,--,--,--,--,
112252,275 lb,220 lb,185 lb,330 lb,2:13,2:02,--,16:56,1:16,--,--,--,
180791,315 lb,225 lb,175 lb,335 lb,--,--,--,--,--,--,--,--,
692841,275 lb,225 lb,195 lb,315 lb,--,--,--,--,--,--,--,--,
592472,300 lb,220 lb,191 lb,355 lb,--,1:33,--,--,1:05,--,--,55,--
788795,245 lb,195 lb,145 lb,310 lb,2:55,2:10,--,--,--,--,--,--,
962495,--,--,--,--,--,--,--,--,--,--,--,--,
360924,265 lb,226 lb,160 lb,355 lb,--,--,--,--,--,--,--,--,
261673,265 lb,195 lb,150 lb,385 lb,2:53,2:10,8:29,--,--,--,--,--,--
15438,335 lb,235 lb,185 lb,380 lb,--,--,7:12,--,--,--,--,--,--
310528,200 lb,165 lb,130 lb,300 lb,--,--,--,--,--,--,--,--,
914282,140 kg,100 kg,75 kg,165 kg,2:54,1:21,7:13,--,--,--,408,--,
921015,--,--,--,--,--,--,--,--,--,--,--,--,
1579041,--,--,--,--,--,--,--,--,--,--,--,--,
832470,305 lb,195 lb,--,325 lb,2:17,1:43,8:23,--,1:07,--,--,--,
839684,--,--,--,--,--,--,--,--,--,--,--,--,
1018952,--,--,--,--,--,--,--,--,--,--,--,--,
463670,130 kg,103 kg,75 kg,168 kg,2:51,2:15,10:22,--,--,--,317,47,
164861,295 lb,215 lb,175 lb,335 lb,3:57,1:47,--,--,--,--,--,--,
27310,270 lb,215 lb,175 lb,315 lb,2:22,2:12,8:14,18:39,--,--,410,53,
902191,345 lb,258 lb,205 lb,375 lb,--,--,--,--,1:18,--,--,--,--
914323,--,--,--,--,--,--,--,--,--,--,--,--,
268038,125 kg,105 kg,87 kg,140 kg,--,--,--,--,--,--,--,--,
265465,120 kg,102 kg,92 kg,130 kg,2:36,1:40,--,--,--,--,--,47,
6803,275 lb,210 lb,175 lb,330 lb,2:32,1:53,7:47,19:47,--,21:10,381,--,
525265,285 lb,210 lb,155 lb,325 lb,2:10,1:37,--,22:15,--,--,377,33,
860740,--,--,--,--,--,--,--,--,--,--,--,--,
384439,305 lb,225 lb,190 lb,345 lb,--,1:52,--,--,1:04,--,--,--,
2148701,--,--,--,--,--,--,--,--,--,--,--,--,
348819,275 lb,200 lb,150 lb,325 lb,--,--,--,--,--,--,--,--,--
1959072,--,--,--,--,--,--,--,--,--,--,--,--,
1613890,120 kg,100 kg,75 kg,140 kg,--,2:00,--,--,--,--,--,--,
686245,295 lb,220 lb,185 lb,325 lb,--,--,--,--,--,--,--,--,
1219050,120 kg,93 kg,76 kg,145 kg,--,--,--,--,--,--,--,--,
639963,130 kg,100 kg,75 kg,155 kg,3:13,3:40,--,17:34,--,--,390,30,
160364,130 kg,93 kg,68 kg,150 kg,2:23,1:15,--,--,1:10,21:30,--,40,
876152,--,--,--,--,--,--,--,--,--,--,--,--,
785648,295 lb,220 lb,160 lb,335 lb,--,--,--,--,--,--,--,--,
1192922,--,--,--,--,--,--,--,--,--,--,--,--,
1227323,--,--,--,--,--,--,--,--,--,--,--,--,
1463956,--,--,--,--,--,--,--,--,--,--,--,--,
176162,245 lb,200 lb,170 lb,340 lb,2:30,1:38,7:56,--,1:12,20:36,429,40,
25991,270 lb,225 lb,185 lb,365 lb,2:23,1:36,8:58,16:12,--,21:30,433,51,
501664,190 lb,195 lb,155 lb,295 lb,--,--,--,--,--,21:43,--,10,
405028,--,--,--,--,--,--,--,--,--,--,--,--,
828967,--,--,--,--,--,--,--,--,--,--,--,--,
1050565,350 lb,240 lb,180 lb,350 lb,--,--,--,--,--,--,--,--,
433733,305 lb,225 lb,175 lb,310 lb,--,--,--,--,--,--,--,--,
872324,--,--,--,--,--,--,--,--,--,--,--,--,
694219,--,--,--,--,--,--,--,--,--,--,--,--,
1413507,--,--,--,--,--,--,--,--,--,--,--,--,
793436,260 lb,215 lb,160 lb,325 lb,--,--,--,--,--,--,--,40,
511014,315 lb,225 lb,188 lb,325 lb,3:09,--,--,--,--,--,--,--,
717842,286 lb,215 lb,162 lb,292 lb,2:17,--,--,--,1:00,23:00,--,--,
699821,250 lb,190 lb,155 lb,295 lb,2:24,2:47,--,--,--,--,--,--,
1205893,275 lb,200 lb,170 lb,325 lb,3:03,1:55,8:15,--,1:14,22:13,--,30,--
1260958,130 kg,--,--,170 kg,--,--,--,--,--,--,--,--,
1774757,--,--,--,--,--,--,--,--,--,--,--,--,
484990,110 kg,90 kg,72 kg,155 kg,--,--,--,--,--,--,--,--,
1754794,130 kg,102 kg,--,160 kg,2:29,2:14,--,--,--,--,--,--,
1332414,--,--,--,--,--,--,--,--,--,--,--,--,
328228,225 lb,190 lb,160 lb,285 lb,3:21,2:24,7:33,23:45,1:15,19:30,412,--,
963029,--,--,--,--,--,--,--,--,--,--,--,--,
18274,150 kg,111 kg,84 kg,170 kg,2:44,1:48,--,21:29,--,--,--,55,
241370,--,--,--,--,--,--,--,--,--,--,--,--,
590162,--,--,--,--,--,--,--,--,--,--,--,--,
687707,--,--,--,--,--,--,--,--,--,--,--,--,
2083001,--,--,--,--,--,--,--,--,--,--,--,--,
491102,--,--,--,--,--,--,--,--,--,--,--,--,
1595887,--,--,--,--,--,--,--,--,--,--,--,--,
584629,--,--,--,--,--,--,--,--,--,--,--,--,
216602,285 lb,225 lb,180 lb,315 lb,2:31,1:57,9:15,23:03,--,--,360,51,
1312722,300 lb,225 lb,165 lb,353 lb,--,3:10,--,--,--,--,273,--,
406892,275 lb,220 lb,175 lb,297 lb,2:17,2:08,--,--,--,--,317,38,
1228999,130 kg,105 kg,80 kg,135 kg,--,--,--,--,--,--,--,--,
274725,305 lb,240 lb,215 lb,310 lb,--,--,--,--,--,--,--,--,
477664,110 kg,85 kg,72 kg,150 kg,2:19,2:22,7:32,--,--,22:13,--,30,
134940,250 lb,200 lb,155 lb,300 lb,2:55,2:45,--,--,--,20:08,--,--,
543278,--,--,--,--,--,--,--,--,--,--,--,--,
180078,115 kg,95 kg,72 kg,135 kg,--,--,--,--,--,--,--,--,
552240,--,--,--,--,--,--,--,--,--,--,--,--,
246469,240 lb,165 lb,105 lb,225 lb,8:25,3:45,--,24:52,--,--,--,20,
657836,265 lb,205 lb,165 lb,305 lb,1:59,--,--,--,--,--,--,--,--
75008,315 lb,230 lb,192 lb,335 lb,2:14,1:29,8:41,--,--,--,422,--,
2536,125 kg,100 kg,82 kg,175 kg,2:35,1:35,--,--,--,--,--,49,
1431962,--,--,--,--,--,--,--,--,--,--,--,--,
908533,--,--,--,--,--,--,--,--,--,--,--,--,
1891525,325 lb,245 lb,195 lb,340 lb,--,--,--,--,--,--,--,--,
229348,--,--,--,4 kg,61:10,0:32,--,--,105:36,--,--,10000000,
991094,270 lb,210 lb,160 lb,335 lb,--,--,--,--,--,21:00,--,--,
455539,275 lb,225 lb,170 lb,335 lb,--,--,--,--,1:02,--,--,--,
1753851,--,--,--,--,--,--,--,--,--,22:40,--,--,
1191855,130 kg,100 kg,79 kg,160 kg,--,--,--,--,0:55,25:00,--,50,
1655168,295 lb,225 lb,165 lb,365 lb,--,--,--,--,--,--,--,--,
1012239,--,--,--,--,--,--,--,--,--,--,--,--,
275688,305 lb,225 lb,175 lb,385 lb,2:03,--,--,--,--,--,--,--,
240561,115 kg,76 kg,77 kg,122 kg,9:17,4:29,--,--,1:19,--,--,28,
1921017,240 lb,190 lb,135 lb,300 lb,--,--,--,--,1:04,19:20,--,--,
247871,140 kg,105 kg,80 kg,145 kg,--,--,--,--,--,--,--,--,
1385649,--,--,--,--,--,--,--,--,--,--,--,--,
1996629,--,--,--,--,--,--,--,--,--,--,--,--,
1220462,265 lb,200 lb,155 lb,310 lb,--,--,--,--,--,--,--,--,--
359849,,,,,,,,,,,,,
790023,280 lb,215 lb,170 lb,--,--,--,--,--,--,--,--,--,
275771,280 lb,205 lb,160 lb,330 lb,3:58,3:04,--,--,1:21,--,354,23,
648048,--,--,--,--,--,--,--,--,--,--,--,--,
484047,--,--,--,--,--,--,--,--,--,--,--,--,
1079771,--,--,--,--,--,--,--,--,--,--,--,--,
490796,--,--,--,--,--,--,--,--,--,--,--,--,
2290,275 lb,200 lb,160 lb,315 lb,2:25,--,7:13,--,--,--,--,46,--
686289,--,--,--,--,--,--,--,--,--,--,--,--,--
1078039,--,--,--,--,--,--,--,--,--,--,--,--,
1916882,120 kg,93 kg,70 kg,160 kg,--,--,--,--,--,--,--,40,--
261135,283 lb,213 lb,161 lb,337 lb,3:37,2:19,10:37,--,1:39,25:37,--,33,
121919,265 lb,215 lb,170 lb,330 lb,--,--,--,--,--,--,--,40,
2262507,320 lb,230 lb,175 lb,335 lb,2:27,--,--,--,--,--,--,--,
437460,255 lb,215 lb,150 lb,315 lb,2:54,1:47,11:23,17:46,--,--,342,30,
103639,--,215 lb,160 lb,--,--,1:18,--,--,--,--,--,--,
1004500,--,--,--,--,--,--,7:55,--,--,--,--,43,
854930,280 lb,240 lb,180 lb,325 lb,--,--,--,--,--,25:50,--,--,--
690438,--,--,--,--,--,--,--,--,--,--,--,--,
759843,--,--,--,--,--,--,--,--,--,--,--,--,
1088167,--,--,--,--,--,--,--,--,--,--,--,--,
358711,300 lb,235 lb,205 lb,315 lb,--,--,--,--,--,--,--,--,
867424,275 lb,195 lb,145 lb,340 lb,--,--,--,--,1:25,--,--,15,--
193710,1 kg,89 kg,73 kg,--,--,--,8:37,--,1:02,16:59,345,--,
491493,--,--,--,--,--,--,--,--,--,--,--,--,
288661,--,--,--,--,--,--,--,--,--,--,--,--,
1030780,--,--,--,--,--,--,--,--,--,--,--,--,
858355,115 kg,82 kg,63 lb,145 kg,3:01,--,--,--,--,--,--,--,
101887,--,100 kg,75 kg,145 kg,5:00,1:54,--,--,--,--,--,33,
962672,225 lb,185 lb,145 lb,365 lb,2:15,--,--,--,--,--,--,--,
663439,--,245 lb,180 lb,315 lb,2:45,2:30,--,--,0:59,--,--,35,
103321,255 lb,205 lb,155 lb,335 lb,2:23,1:59,--,--,--,--,--,50,
1998603,--,--,--,--,--,--,--,--,--,--,--,--,
1971372,125 kg,90 kg,65 kg,140 kg,3:00,--,--,--,--,--,--,25,
164960,272 lb,210 lb,155 lb,310 lb,2:37,2:51,8:38,23:35,--,--,349,40,
705837,285 lb,210 lb,160 lb,300 lb,2:22,--,9:38,--,--,--,295,55,
504264,--,--,--,--,--,--,--,--,--,--,--,--,
799784,300 lb,235 lb,190 lb,--,2:14,--,--,--,--,--,--,--,
483527,--,--,--,--,3:40,--,--,--,--,--,--,--,
1604384,--,--,--,--,--,--,--,--,--,--,--,--,
126884,245 lb,190 lb,145 lb,310 lb,--,--,--,--,--,--,--,--,
116307,--,--,--,--,--,--,--,--,--,--,--,--,
139298,265 lb,220 lb,175 lb,310 lb,2:39,2:11,9:59,--,--,--,--,40,
524100,123 kg,95 kg,79 kg,130 kg,--,--,--,--,--,--,--,--,
862537,--,--,--,--,--,--,--,--,--,--,--,--,
1687666,255 lb,--,135 lb,305 lb,--,1:54,8:51,--,--,--,--,--,
875135,--,--,--,--,--,--,--,--,--,--,--,--,
948458,95 lb,70 lb,60 lb,125 lb,--,--,--,--,--,--,--,--,
296633,265 lb,205 lb,165 lb,315 lb,--,--,--,--,--,--,--,--,
1222988,270 lb,205 lb,167 lb,315 lb,3:02,1:58,--,--,1:24,25:26,398,11,
15618,--,--,--,--,--,--,--,--,--,--,--,--,
1791906,--,--,--,--,--,--,--,--,--,--,--,--,
242211,133 kg,100 kg,75 kg,200 kg,2:54,1:41,9:08,--,0:58,26:01,314,--,
120314,--,--,--,--,--,--,--,--,--,--,--,--,
475321,--,--,--,--,--,--,--,--,--,--,--,--,
486627,280 lb,200 lb,170 lb,315 lb,--,--,--,--,--,--,--,57,
1572311,--,--,--,--,--,--,--,--,--,--,--,--,
259885,--,--,--,--,--,--,--,--,--,--,--,--,
881124,--,--,--,--,--,--,--,--,--,--,--,--,--
690070,--,--,--,--,--,--,--,--,--,--,--,--,
1140789,275 lb,225 lb,175 lb,330 lb,--,1:45,--,--,--,--,--,--,
650901,255 lb,210 lb,160 lb,335 lb,2:48,--,--,--,--,--,--,25,--
967191,--,--,--,--,--,--,--,--,--,--,--,--,
363673,143 kg,110 kg,88 kg,166 kg,2:42,2:21,9:07,--,--,--,--,--,
230517,270 lb,205 lb,155 lb,315 lb,2:48,--,9:02,--,1:15,24:44,--,30,--
871620,300 lb,210 lb,180 lb,345 lb,2:22,1:43,--,27:00,--,22:00,341,--,--
9328,132 kg,106 kg,175 lb,335 lb,2:04,1:33,--,--,--,--,--,--,
225925,120 kg,95 kg,73 kg,145 kg,2:12,1:36,--,--,--,22:06,--,32,
1684640,230 lb,175 lb,155 lb,270 lb,--,--,--,--,--,--,--,--,
604153,--,85 kg,--,--,--,--,--,--,--,--,--,--,
1205588,138 kg,98 kg,80 kg,165 kg,2:12,--,--,--,--,--,--,--,--
905543,--,--,--,--,--,--,--,--,--,--,--,--,
1024787,--,--,--,--,--,--,--,--,--,--,--,--,
1923298,--,--,--,--,--,--,--,--,--,--,--,--,
449069,285 lb,200 lb,160 lb,285 lb,2:47,--,8:19,--,--,--,--,--,
260952,325 lb,230 lb,185 lb,370 lb,2:19,2:25,--,--,--,--,--,50,
108348,270 lb,215 lb,165 lb,365 lb,5:23,3:30,12:01,32:17,--,--,306,25,
767035,122 kg,--,53 kg,130 kg,2:09,2:57,8:14,--,--,--,--,--,
307369,--,--,--,--,--,--,--,--,--,--,--,--,
440282,--,--,--,--,--,--,--,--,--,--,--,--,
1297956,245 lb,195 lb,155 lb,325 lb,--,--,--,--,--,--,--,--,
1674635,--,--,--,--,--,--,--,--,--,--,--,--,
1701405,--,--,--,--,--,--,--,--,--,--,--,--,
940549,112 kg,88 kg,65 kg,140 kg,--,--,--,--,--,--,--,--,
1022092,--,--,--,--,--,--,--,--,--,--,--,--,
